0; 4566.756209
1; 4568.599953
2; 4570.037452
3; 4571.287456
4; 4572.349945
5; 4573.502899
6; 4574.534158
7; 4575.627899
8; 4576.752902
9; 4579.127910
10; 4580.721660
11; 4581.940414
12; 4583.127917
13; 4584.377905
14; 4585.502910
15; 4587.096657
16; 4588.940409
17; 4590.377913
18; 4591.565419
19; 4592.815410
20; 4594.659175
21; 4596.721679
22; 4598.596672
