0; 1837.469305
1; 1843.719312
2; 1846.656805
3; 1850.219324
4; 1856.057618
5; 1865.246660
6; 1872.979893
7; 1879.222014
8; 1882.347016
9; 1886.593905
10; 1899.401835
11; 1903.214431
12; 1907.841328
13; 1920.625093
14; 1924.843850
15; 1927.250087
16; 1934.473998
17; 1937.939026
18; 1940.344578
19; 1942.910935
20; 1945.972996
21; 2047.847237
22; 2057.028844
