0; 2431.591625
1; 2439.722126
2; 2441.656583
3; 2443.187829
4; 2445.094074
5; 2446.382790
6; 2447.856003
7; 2449.231005
8; 2450.668506
9; 2452.355999
10; 2453.981003
11; 2455.352996
12; 2456.878186
13; 2458.315688
14; 2459.784440
15; 2461.625149
16; 2462.968906
17; 2464.562647
18; 2466.250144
19; 2473.871685
20; 2476.499375
